ICD10CMCODE,DiagnosisDesc,TotalDiag,PrimaryDiag,SecondDiag
T47.1X2A,"POISN BY OTH ANTACIDS & ANTI-GSTRC-SEC DRUGS, SLF-HRM, INIT",31,5,26
T47.1X2D,"POISN BY OTH ANTACIDS & ANTI-GSTRC-SEC DRUGS, SLF-HRM, SUBS",4,,4
T47.1X4A,"POISN BY OTH ANTACIDS AND ANTI-GSTRC-SEC DRUGS, UNDET, INIT",1,,1
T47.1X5A,"ADVERSE EFFECT OF ANTACIDS AND ANTI-GSTRC-SEC DRUGS, INIT",284,1,283
T47.1X5D,"ADVERSE EFFECT OF ANTACIDS AND ANTI-GSTRC-SEC DRUGS, SUBS",2,,2
T47.1X5S,"ADVERSE EFFECT OF ANTACIDS AND ANTI-GSTRC-SEC DRUGS, SEQUELA",2,,2
T47.1X6A,"UNDERDOSING OF ANTACIDS AND ANTI-GSTRC-SEC DRUGS, INIT",79,,79
T47.2X1A,"POISONING BY STIMULANT LAXATIVES, ACCIDENTAL, INIT",9,4,5
T47.2X2A,"POISONING BY STIMULANT LAXATIVES, SELF-HARM, INIT",2,,2
T47.2X5A,"ADVERSE EFFECT OF STIMULANT LAXATIVES, INITIAL ENCOUNTER",68,,68
T47.2X6A,"UNDERDOSING OF STIMULANT LAXATIVES, INITIAL ENCOUNTER",3,,3
T47.3X1A,"POISONING BY SALINE AND OSMOTIC LAXATIVES, ACCIDENTAL, INIT",7,4,3
T47.3X2A,"POISONING BY SALINE AND OSMOTIC LAXATIVES, SELF-HARM, INIT",1,,1
T47.3X5A,"ADVERSE EFFECT OF SALINE AND OSMOTIC LAXATIVES, INIT ENCNTR",254,,254
T47.3X6A,"UNDERDOSING OF SALINE AND OSMOTIC LAXATIVES, INIT ENCNTR",225,,225
T47.3X6D,"UNDERDOSING OF SALINE AND OSMOTIC LAXATIVES, SUBS ENCNTR",1,,1
T47.4X1A,"POISONING BY OTH LAXATIVES, ACCIDENTAL (UNINTENTIONAL), INIT",28,13,15
T47.4X1D,"POISONING BY OTH LAXATIVES, ACCIDENTAL (UNINTENTIONAL), SUBS",1,,1
T47.4X2A,"POISONING BY OTH LAXATIVES, INTENTIONAL SELF-HARM, INIT",5,2,3
T47.4X2D,"POISONING BY OTH LAXATIVES, INTENTIONAL SELF-HARM, SUBS",5,,5
T47.4X4A,"POISONING BY OTHER LAXATIVES, UNDETERMINED, INIT ENCNTR",4,,4
T47.4X5A,"ADVERSE EFFECT OF OTHER LAXATIVES, INITIAL ENCOUNTER",431,,431
T47.4X6A,"UNDERDOSING OF OTHER LAXATIVES, INITIAL ENCOUNTER",13,,13
T47.5X1A,"POISONING BY DIGESTANTS, ACCIDENTAL (UNINTENTIONAL), INIT",3,1,2
T47.5X5A,"ADVERSE EFFECT OF DIGESTANTS, INITIAL ENCOUNTER",8,,8
T47.5X6A,"UNDERDOSING OF DIGESTANTS, INITIAL ENCOUNTER",8,,8
T47.6X1A,"POISONING BY ANTIDIARRHEAL DRUGS, ACCIDENTAL, INIT",11,6,5
T47.6X2A,"POISONING BY ANTIDIARRHEAL DRUGS, SELF-HARM, INIT",13,5,8
T47.6X2D,"POISONING BY ANTIDIARRHEAL DRUGS, SELF-HARM, SUBS",1,,1
T47.6X4A,"POISONING BY ANTIDIARRHEAL DRUGS, UNDETERMINED, INIT ENCNTR",3,2,1
T47.6X5A,"ADVERSE EFFECT OF ANTIDIARRHEAL DRUGS, INITIAL ENCOUNTER",85,,85
T47.6X5D,"ADVERSE EFFECT OF ANTIDIARRHEAL DRUGS, SUBSEQUENT ENCOUNTER",1,,1
T47.6X6A,"UNDERDOSING OF ANTIDIARRHEAL DRUGS, INITIAL ENCOUNTER",4,,4
T47.7X5A,"ADVERSE EFFECT OF EMETICS, INITIAL ENCOUNTER",1,,1
T47.8X1A,"POISONING BY OTH AGENTS AFF GI SYS, ACCIDENTAL, INIT",3,2,1
T47.8X2A,"POISONING BY OTH AGENTS AFF GI SYS, SELF-HARM, INIT",1,,1
T47.8X5A,"ADVERSE EFFECT OF AGENTS PRIMARILY AFFECTING GI SYS, INIT",46,,46
T47.8X5D,"ADVERSE EFFECT OF AGENTS PRIMARILY AFFECTING GI SYS, SUBS",2,,2
T47.8X5S,"ADVERSE EFFECT OF AGENTS PRIMARILY AFFECTING GI SYS, SEQUELA",2,,2
T47.8X6A,"UNDERDOSING OF AGENTS PRIMARILY AFFECTING GI SYS, INIT",36,,36
T47.95XA,"ADVERSE EFFECT OF UNSP AGENTS AFF THE GI SYS, INIT",1,,1
T48.0X1A,"POISONING BY OXYTOCIC DRUGS, ACCIDENTAL, INIT",4,,4
T48.0X2A,"POISONING BY OXYTOCIC DRUGS, INTENTIONAL SELF-HARM, INIT",3,,3
T48.0X5A,"ADVERSE EFFECT OF OXYTOCIC DRUGS, INITIAL ENCOUNTER",65,,65
T48.0X6A,"UNDERDOSING OF OXYTOCIC DRUGS, INITIAL ENCOUNTER",1,,1
T48.1X1A,"POISONING BY SKELETAL MUSCLE RELAXANTS, ACCIDENTAL, INIT",85,35,50
T48.1X2A,"POISONING BY SKELETAL MUSCLE RELAXANTS, SELF-HARM, INIT",170,61,109
T48.1X2D,"POISONING BY SKELETAL MUSCLE RELAXANTS, SELF-HARM, SUBS",15,,15
T48.1X3A,"POISONING BY SKELETAL MUSCLE RELAXANTS, ASSAULT, INIT ENCNTR",1,,1
T48.1X4A,"POISONING BY SKELETAL MUSCLE RELAXANTS, UNDETERMINED, INIT",2,2,
T48.1X5A,"ADVERSE EFFECT OF SKELETAL MUSCLE RELAXANTS, INIT ENCNTR",201,,201
T48.1X5D,"ADVERSE EFFECT OF SKELETAL MUSCLE RELAXANTS, SUBS ENCNTR",1,,1
T48.1X6A,"UNDERDOSING OF SKELETAL MUSCLE RELAXANTS, INITIAL ENCOUNTER",7,,7
T48.201A,"POISONING BY UNSP DRUGS ACTING ON MUSCLES, ACCIDENTAL, INIT",30,10,20
T48.202A,"POISONING BY UNSP DRUGS ACTING ON MUSCLES, SELF-HARM, INIT",20,7,13
T48.202D,"POISONING BY UNSP DRUGS ACTING ON MUSCLES, SELF-HARM, SUBS",3,,3
T48.205A,"ADVERSE EFFECT OF UNSP DRUGS ACTING ON MUSCLES, INIT ENCNTR",31,,31
T48.206A,"UNDERDOSING OF UNSP DRUGS ACTING ON MUSCLES, INIT ENCNTR",1,,1
T48.291A,"POISONING BY OTH DRUGS ACTING ON MUSCLES, ACCIDENTAL, INIT",3,1,2
T48.291S,"POISONING BY OTH DRUGS ACTING ON MUSCLES, ACC, SEQUELA",1,,1
T48.295A,"ADVERSE EFFECT OF OTHER DRUGS ACTING ON MUSCLES, INIT ENCNTR",19,,19
T48.295S,"ADVERSE EFFECT OF OTHER DRUGS ACTING ON MUSCLES, SEQUELA",2,,2
T48.3X1A,"POISONING BY ANTITUSSIVES, ACCIDENTAL (UNINTENTIONAL), INIT",30,19,11
T48.3X1D,"POISONING BY ANTITUSSIVES, ACCIDENTAL (UNINTENTIONAL), SUBS",1,,1
T48.3X2A,"POISONING BY ANTITUSSIVES, INTENTIONAL SELF-HARM, INIT",44,9,35
T48.3X2D,"POISONING BY ANTITUSSIVES, INTENTIONAL SELF-HARM, SUBS",6,,6
T48.3X4A,"POISONING BY ANTITUSSIVES, UNDETERMINED, INITIAL ENCOUNTER",8,3,5
T48.3X5A,"ADVERSE EFFECT OF ANTITUSSIVES, INITIAL ENCOUNTER",35,,35
T48.3X6A,"UNDERDOSING OF ANTITUSSIVES, INITIAL ENCOUNTER",3,,3
T48.4X1A,"POISONING BY EXPECTORANTS, ACCIDENTAL (UNINTENTIONAL), INIT",20,8,12
T48.4X2A,"POISONING BY EXPECTORANTS, INTENTIONAL SELF-HARM, INIT",36,5,31
T48.4X2D,"POISONING BY EXPECTORANTS, INTENTIONAL SELF-HARM, SUBS",6,,6
T48.4X5A,"ADVERSE EFFECT OF EXPECTORANTS, INITIAL ENCOUNTER",61,,61
T48.4X6A,"UNDERDOSING OF EXPECTORANTS, INITIAL ENCOUNTER",3,,3
T48.5X1A,"POISONING BY OTH ANTI-CMN-COLD DRUGS, ACCIDENTAL, INIT",6,1,5
T48.5X2A,"POISONING BY OTH ANTI-COMMON-COLD DRUGS, SELF-HARM, INIT",11,2,9
T48.5X2D,"POISONING BY OTH ANTI-COMMON-COLD DRUGS, SELF-HARM, SUBS",10,,10
T48.5X5A,"ADVERSE EFFECT OF OTHER ANTI-COMMON-COLD DRUGS, INIT ENCNTR",16,,16
T48.6X1A,"POISONING BY ANTIASTHMATICS, ACCIDENTAL, INIT",22,10,12
T48.6X2A,"POISONING BY ANTIASTHMATICS, INTENTIONAL SELF-HARM, INIT",13,4,9
T48.6X2D,"POISONING BY ANTIASTHMATICS, INTENTIONAL SELF-HARM, SUBS",4,,4
T48.6X4A,"POISONING BY ANTIASTHMATICS, UNDETERMINED, INITIAL ENCOUNTER",2,1,1
T48.6X5A,"ADVERSE EFFECT OF ANTIASTHMATICS, INITIAL ENCOUNTER",1351,,1351
T48.6X5D,"ADVERSE EFFECT OF ANTIASTHMATICS, SUBSEQUENT ENCOUNTER",2,,2
T48.6X5S,"ADVERSE EFFECT OF ANTIASTHMATICS, SEQUELA",1,,1
T48.6X6A,"UNDERDOSING OF ANTIASTHMATICS, INITIAL ENCOUNTER",221,,221
T48.901A,"POISN BY UNSP AGENTS PRIM ACTING ON THE RESP SYS, ACC, INIT",1,,1
T48.906A,"UNDRDOSE OF UNSP AGENTS PRIM ACTING ON THE RESP SYS, INIT",1,,1
T48.991A,"POISN BY OTH AGENTS PRIM ACTING ON THE RESP SYS, ACC, INIT",1,1,
T48.995A,"ADVERSE EFFECT OF AGENTS PRIM ACTING ON THE RESP SYS, INIT",7,,7
T48.996A,"UNDERDOSING OF AGENTS PRIMARILY ACTING ON THE RESP SYS, INIT",2,,2
T49.0X1A,"POISONING BY LOCAL ANTIFUNG/INFECT/INFLAMM DRUGS, ACC, INIT",33,17,16
T49.0X1S,"POISN BY LOCAL ANTIFUNG/INFECT/INFLAMM DRUGS, ACC, SEQUELA",1,,1
T49.0X2A,"POISN BY LOCAL ANTIFUNG/INFECT/INFLAMM DRUGS, SLF-HRM, INIT",20,7,13
T49.0X2D,"POISN BY LOCAL ANTIFUNG/INFECT/INFLAMM DRUGS, SLF-HRM, SUBS",1,,1
T49.0X4A,"POISN BY LOCAL ANTIFUNG/INFECT/INFLAMM DRUGS, UNDET, INIT",2,1,1
T49.0X5A,"ADVERSE EFFECT OF LOCAL ANTIFUNG/INFECT/INFLAMM DRUGS, INIT",246,,246
T49.0X5D,"ADVERSE EFFECT OF LOCAL ANTIFUNG/INFECT/INFLAMM DRUGS, SUBS",7,,7
T49.0X5S,"ADVRS EFFECT OF LOCAL ANTIFUNG/INFECT/INFLAMM DRUGS, SEQUELA",1,,1
T49.0X6A,"UNDERDOSING OF LOCAL ANTIFUNG/INFECT/INFLAMM DRUGS, INIT",17,,17
T49.1X5A,"ADVERSE EFFECT OF ANTIPRURITICS, INITIAL ENCOUNTER",2,,2
T49.1X6A,"UNDERDOSING OF ANTIPRURITICS, INITIAL ENCOUNTER",10,,10
T49.2X1A,"POISONING BY LOCAL ASTRINGENTS/DETERGENTS, ACCIDENTAL, INIT",2,1,1
T49.2X2A,"POISONING BY LOCAL ASTRINGENTS/DETERGENTS, SELF-HARM, INIT",5,1,4
T49.2X5A,"ADVERSE EFFECT OF LOCAL ASTRINGENTS/DETERGENTS, INIT",6,,6
T49.3X1A,"POISONING BY EMOLLIENTS, DEMULCENTS AND PROTECT, ACC, INIT",1,,1
T49.3X2A,"POISN BY EMOLLIENTS, DEMULCENTS AND PROTECT, SELF-HARM, INIT",1,,1
T49.3X2D,"POISN BY EMOLLIENTS, DEMULCENTS AND PROTECT, SELF-HARM, SUBS",1,,1
T49.3X5A,"ADVERSE EFFECT OF EMOLLIENTS, DEMULCENTS AND PROTECT, INIT",14,,14
T49.3X5S,"ADVRS EFFECT OF EMOLLIENTS, DEMULCENTS AND PROTECT, SEQUELA",1,,1
T49.3X6A,"UNDERDOSING OF EMOLLIENTS, DEMULCENTS AND PROTECTANTS, INIT",1,,1
T49.4X1A,"POISONING BY KERATOLYT/KERATPLST/HAIR TRMT DRUG, ACC, INIT",14,7,7
T49.4X2A,"POISN BY KERATOLYT/KERATPLST/HAIR TRMT DRUG, SELF-HARM, INIT",7,4,3
T49.4X3A,"POISN BY KERATOLYT/KERATPLST/HAIR TRMT DRUG, ASSAULT, INIT",2,,2
T49.4X4A,"POISONING BY KERATOLYT/KERATPLST/HAIR TRMT DRUG, UNDET, INIT",2,2,
T49.4X5A,"ADVERSE EFFECT OF KERATOLYT/KERATPLST/HAIR TRMT DRUG, INIT",16,,16
T49.5X1A,"POISONING BY OPTH DRUGS AND PREPARATIONS, ACCIDENTAL, INIT",1,1,
T49.5X2A,"POISONING BY OPTH DRUGS AND PREPARATIONS, SELF-HARM, INIT",1,,1
T49.5X5A,"ADVERSE EFFECT OF OPTH DRUGS AND PREPARATIONS, INIT",40,,40
T49.5X6A,"UNDERDOSING OF OPHTHALMOLOGICAL DRUGS AND PREPARATIONS, INIT",12,,12
T49.6X1A,"POISONING BY OTORHINO DRUGS AND PREP, ACCIDENTAL, INIT",5,1,4
T49.6X2A,"POISONING BY OTORHINO DRUGS AND PREP, SELF-HARM, INIT",5,3,2
T49.6X2D,"POISONING BY OTORHINO DRUGS AND PREP, SELF-HARM, SUBS",1,,1
T49.6X5A,"ADVERSE EFFECT OF OTORHINO DRUGS AND PREPARATIONS, INIT",56,,56
T49.6X5S,"ADVERSE EFFECT OF OTORHINO DRUGS AND PREPARATIONS, SEQUELA",1,,1
T49.6X6A,"UNDERDOSING OF OTORHINO DRUGS AND PREPARATIONS, INIT",8,,8
T49.7X1A,"POISONING BY DENTAL DRUGS, TOPICALLY APPLIED, ACC, INIT",4,3,1
T49.7X2A,"POISN BY DENTAL DRUGS, TOPICALLY APPLIED, SELF-HARM, INIT",1,1,
T49.7X5A,"ADVERSE EFFECT OF DENTAL DRUGS, TOPICALLY APPLIED, INIT",2,,2
T49.8X1A,"POISONING BY OTH TOPICAL AGENTS, ACCIDENTAL, INIT",6,1,5
T49.8X2A,"POISONING BY OTH TOPICAL AGENTS, INTENTIONAL SELF-HARM, INIT",2,,2
T49.8X5A,"ADVERSE EFFECT OF OTHER TOPICAL AGENTS, INITIAL ENCOUNTER",25,,25
T49.8X5D,"ADVERSE EFFECT OF OTHER TOPICAL AGENTS, SUBSEQUENT ENCOUNTER",2,,2
T49.8X6A,"UNDERDOSING OF OTHER TOPICAL AGENTS, INITIAL ENCOUNTER",1,,1
T49.95XA,"ADVERSE EFFECT OF UNSPECIFIED TOPICAL AGENT, INIT ENCNTR",9,,9
T50.0X1A,"POISONING BY MINERALOCORTICOIDS AND THEIR ANTAG, ACC, INIT",15,8,7
T50.0X2A,"POISONING BY MINERALOCORTICOIDS AND ANTAG, SELF-HARM, INIT",6,,6
T50.0X5A,"ADVERSE EFFECT OF MINERALOCORTICOIDS AND THEIR ANTAG, INIT",731,,731
T50.0X5D,"ADVERSE EFFECT OF MINERALOCORTICOIDS AND THEIR ANTAG, SUBS",3,,3
T50.0X6A,"UNDERDOSING OF MINERALOCORTICOIDS AND THEIR ANTAG, INIT",91,,91
T50.1X1A,"POISONING BY LOOP DIURETICS, ACCIDENTAL, INIT",75,41,34
T50.1X2A,"POISONING BY LOOP DIURETICS, INTENTIONAL SELF-HARM, INIT",12,4,8
T50.1X2D,"POISONING BY LOOP DIURETICS, INTENTIONAL SELF-HARM, SUBS",1,,1
T50.1X4A,"POISONING BY LOOP DIURETICS, UNDETERMINED, INITIAL ENCOUNTER",2,1,1
T50.1X5A,"ADVERSE EFFECT OF LOOP DIURETICS, INITIAL ENCOUNTER",3556,1,3555
T50.1X5D,"ADVERSE EFFECT OF LOOP DIURETICS, SUBSEQUENT ENCOUNTER",11,,11
T50.1X5S,"ADVERSE EFFECT OF LOOP [HIGH-CEILING] DIURETICS, SEQUELA",1,,1
T50.1X6A,"UNDERDOSING OF LOOP DIURETICS, INITIAL ENCOUNTER",1061,,1061
T50.1X6D,"UNDERDOSING OF LOOP DIURETICS, SUBSEQUENT ENCOUNTER",3,,3
T50.2X1A,"POISN BY CRBNC-ANHYDR INHIBTR, BENZO/OTH DIURETC, ACC, INIT",80,39,41
T50.2X2A,"POISN BY CRBNC-ANHYDR INHIBTR,BENZO/OTH DIURETC,SLF-HRM,INIT",33,7,26
T50.2X2D,"POISN BY CRBNC-ANHYDR INHIBTR,BENZO/OTH DIURETC,SLF-HRM,SUBS",5,,5
T50.2X4A,"POISN BY CRBNC-ANHYDR INHIBTR,BENZO/OTH DIURETC, UNDET, INIT",1,,1
T50.2X5A,"ADVRS EFF OF CRBNC-ANHYDR INHIBTR, BENZO/OTH DIURETC, INIT",9083,3,9080
T50.2X5D,"ADVRS EFF OF CRBNC-ANHYDR INHIBTR, BENZO/OTH DIURETC, SUBS",26,,26
T50.2X5S,"ADVRS EFF OF CRBNC-ANHYDR INHIBTR, BENZO/OTH DIURETC, SQLA",5,,5
T50.2X6A,"UNDERDOSING OF CRBNC-ANHYDR INHIBTR, BENZO/OTH DIURETC, INIT",225,,225
T50.3X1A,"POISONING BY ELECTROLYTIC/CALORIC/WTR-BAL AGNT, ACC, INIT",29,12,17
T50.3X2A,"POISN BY ELECTROLYTIC/CALORIC/WTR-BAL AGNT, SELF-HARM, INIT",18,5,13
T50.3X5A,"ADVERSE EFFECT OF ELECTROLYTIC/CALORIC/WTR-BAL AGNT, INIT",499,,499
T50.3X6A,"UNDERDOSING OF ELECTROLYTIC/CALORIC/WTR-BAL AGNT, INIT",80,1,79
T50.4X1A,"POISONING BY DRUGS AFFECTING URIC ACID METAB, ACC, INIT",8,6,2
T50.4X2A,"POISONING BY DRUGS AFF URIC ACID METAB, SELF-HARM, INIT",4,1,3
T50.4X5A,"ADVERSE EFFECT OF DRUGS AFFECTING URIC ACID METABOLISM, INIT",308,,308
T50.4X5D,"ADVERSE EFFECT OF DRUGS AFFECTING URIC ACID METABOLISM, SUBS",3,,3
T50.4X5S,"ADVERSE EFFECT OF DRUGS AFFECTING URIC ACID METAB, SEQUELA",3,,3
T50.4X6A,"UNDERDOSING OF DRUGS AFFECTING URIC ACID METABOLISM, INIT",12,,12
T50.5X1A,"POISONING BY APPETITE DEPRESSANTS, ACCIDENTAL, INIT",10,6,4
T50.5X2A,"POISONING BY APPETITE DEPRESSANTS, SELF-HARM, INIT",11,4,7
T50.5X5A,"ADVERSE EFFECT OF APPETITE DEPRESSANTS, INITIAL ENCOUNTER",29,,29
T50.5X5D,"ADVERSE EFFECT OF APPETITE DEPRESSANTS, SUBSEQUENT ENCOUNTER",2,,2
T50.5X5S,"ADVERSE EFFECT OF APPETITE DEPRESSANTS, SEQUELA",4,,4
T50.5X6A,"UNDERDOSING OF APPETITE DEPRESSANTS, INITIAL ENCOUNTER",1,,1
T50.6X1A,"POISONING BY ANTIDOTES AND CHELATING AGENTS, ACC, INIT",11,7,4
T50.6X2A,"POISONING BY ANTIDOTES AND CHELATING AGENTS, SELF-HARM, INIT",5,2,3
T50.6X5A,"ADVERSE EFFECT OF ANTIDOTES AND CHELATING AGENTS, INIT",25,,25
T50.6X5D,"ADVERSE EFFECT OF ANTIDOTES AND CHELATING AGENTS, SUBS",1,,1
T50.6X6A,"UNDERDOSING OF ANTIDOTES AND CHELATING AGENTS, INIT ENCNTR",8,,8
T50.7X1A,"POISN BY ANALEPTICS AND OPIOID RECEPTOR ANTAG, ACC, INIT",48,30,18
T50.7X2A,"POISN BY ANALEPTICS AND OPIOID RECEPTOR ANTAG, SLF-HRM, INIT",13,1,12
T50.7X2D,"POISN BY ANALEPTICS AND OPIOID RECEPTOR ANTAG, SLF-HRM, SUBS",3,1,2
T50.7X4A,"POISN BY ANALEPTICS AND OPIOID RECEPTOR ANTAG, UNDET, INIT",1,1,
T50.7X5A,"ADVERSE EFFECT OF ANALEPTICS AND OPIOID RECEPTOR ANTAG, INIT",131,,131
T50.7X5D,"ADVERSE EFFECT OF ANALEPTICS AND OPIOID RECEPTOR ANTAG, SUBS",3,,3
T50.7X5S,"ADVRS EFFECT OF ANALEPTICS AND OPIOID RECEPTOR ANTAG, SQLA",1,,1
T50.7X6A,"UNDERDOSING OF ANALEPTICS AND OPIOID RECEPTOR ANTAG, INIT",14,,14
T50.8X1A,"POISONING BY DIAGNOSTIC AGENTS, ACCIDENTAL, INIT",18,2,16
T50.8X2A,"POISONING BY DIAGNOSTIC AGENTS, INTENTIONAL SELF-HARM, INIT",2,,2
T50.8X4A,"POISONING BY DIAGNOSTIC AGENTS, UNDETERMINED, INIT ENCNTR",2,,2
T50.8X5A,"ADVERSE EFFECT OF DIAGNOSTIC AGENTS, INITIAL ENCOUNTER",3933,2,3931
T50.8X5D,"ADVERSE EFFECT OF DIAGNOSTIC AGENTS, SUBSEQUENT ENCOUNTER",42,,42
T50.8X5S,"ADVERSE EFFECT OF DIAGNOSTIC AGENTS, SEQUELA",30,,30
T50.8X6A,"UNDERDOSING OF DIAGNOSTIC AGENTS, INITIAL ENCOUNTER",1,,1
T50.901A,"POISONING BY UNSP DRUG/MEDS/BIOL SUBST, ACCIDENTAL, INIT",718,467,251
T50.901D,"POISONING BY UNSP DRUG/MEDS/BIOL SUBST, ACCIDENTAL, SUBS",11,2,9
T50.901S,"POISONING BY UNSP DRUG/MEDS/BIOL SUBST, ACCIDENTAL, SEQUELA",22,,22
T50.902A,"POISONING BY UNSP DRUG/MEDS/BIOL SUBST, SELF-HARM, INIT",472,210,262
T50.902D,"POISONING BY UNSP DRUG/MEDS/BIOL SUBST, SELF-HARM, SUBS",43,,43
T50.902S,"POISONING BY UNSP DRUG/MEDS/BIOL SUBST, SELF-HARM, SEQUELA",1,,1
T50.903A,"POISONING BY UNSP DRUG/MEDS/BIOL SUBST, ASSAULT, INIT",4,2,2
T50.904A,"POISONING BY UNSP DRUG/MEDS/BIOL SUBST, UNDETERMINED, INIT",56,36,20
T50.904D,"POISONING BY UNSP DRUG/MEDS/BIOL SUBST, UNDETERMINED, SUBS",4,,4
T50.904S,"POISONING BY UNSP DRUG/MEDS/BIOL SUBST, UNDET, SEQUELA",2,1,1
T50.905A,"ADVERSE EFFECT OF UNSP DRUG/MEDS/BIOL SUBST, INIT",3899,7,3892
T50.905D,"ADVERSE EFFECT OF UNSP DRUG/MEDS/BIOL SUBST, SUBS",91,,91
T50.905S,"ADVERSE EFFECT OF UNSP DRUG/MEDS/BIOL SUBST, SEQUELA",83,,83
T50.906A,"UNDERDOSING OF UNSP DRUG/MEDS/BIOL SUBST, INIT",576,1,575
T50.906D,"UNDERDOSING OF UNSP DRUG/MEDS/BIOL SUBST, SUBS",1,,1
T50.991A,"POISONING BY OTH DRUG/MEDS/BIOL SUBST, ACCIDENTAL, INIT",239,141,98
T50.991D,"POISONING BY OTH DRUG/MEDS/BIOL SUBST, ACCIDENTAL, SUBS",2,1,1
T50.991S,"POISONING BY OTH DRUG/MEDS/BIOL SUBST, ACCIDENTAL, SEQUELA",3,,3
T50.992A,"POISONING BY OTH DRUG/MEDS/BIOL SUBST, SELF-HARM, INIT",208,63,145
T50.992D,"POISONING BY OTH DRUG/MEDS/BIOL SUBST, SELF-HARM, SUBS",30,,30
T50.993A,"POISONING BY OTH DRUG/MEDS/BIOL SUBST, ASSAULT, INIT",2,1,1
T50.994A,"POISONING BY OTH DRUG/MEDS/BIOL SUBST, UNDETERMINED, INIT",14,5,9
T50.994D,"POISONING BY OTH DRUG/MEDS/BIOL SUBST, UNDETERMINED, SUBS",1,,1
T50.995A,"ADVERSE EFFECT OF DRUG/MEDS/BIOL SUBST, INIT",3100,21,3079
T50.995D,"ADVERSE EFFECT OF DRUG/MEDS/BIOL SUBST, SUBS",45,,45
T50.995S,"ADVERSE EFFECT OF DRUG/MEDS/BIOL SUBST, SEQUELA",18,,18
T50.996A,"UNDERDOSING OF DRUG/MEDS/BIOL SUBST, INIT",345,,345
T50.996D,"UNDERDOSING OF DRUG/MEDS/BIOL SUBST, SUBS",5,,5
T50.A15A,"ADVRS EFFECT OF PERTUSS VACCINE, INC COMBIN W PERTUSS, INIT",5,,5
T50.A95A,"ADVERSE EFFECT OF OTHER BACTERIAL VACCINES, INIT ENCNTR",33,,33
T50.B91A,"POISONING BY OTH VIRAL VACCINES, ACCIDENTAL, INIT",1,,1
T50.B95A,"ADVERSE EFFECT OF OTHER VIRAL VACCINES, INITIAL ENCOUNTER",53,,53
T50.B95S,"ADVERSE EFFECT OF OTHER VIRAL VACCINES, SEQUELA",2,,2
T50.Z15A,"ADVERSE EFFECT OF IMMUNOGLOBULIN, INITIAL ENCOUNTER",306,1,305
T50.Z15D,"ADVERSE EFFECT OF IMMUNOGLOBULIN, SUBSEQUENT ENCOUNTER",2,,2
T50.Z15S,"ADVERSE EFFECT OF IMMUNOGLOBULIN, SEQUELA",3,,3
T50.Z16A,"UNDERDOSING OF IMMUNOGLOBULIN, INITIAL ENCOUNTER",4,,4
T50.Z95A,"ADVERSE EFFECT OF VACCINES AND BIOLOGICAL SUBSTANCES, INIT",61,,61
T50.Z95S,"ADVERSE EFFECT OF VACCINES AND BIOLG SUBSTANCES, SEQUELA",2,,2
T51.0X1A,"TOXIC EFFECT OF ETHANOL, ACCIDENTAL (UNINTENTIONAL), INIT",2192,662,1530
T51.0X1D,"TOXIC EFFECT OF ETHANOL, ACCIDENTAL (UNINTENTIONAL), SUBS",12,1,11
T51.0X1S,"TOXIC EFFECT OF ETHANOL, ACCIDENTAL (UNINTENTIONAL), SEQUELA",38,,38
T51.0X2A,"TOXIC EFFECT OF ETHANOL, INTENTIONAL SELF-HARM, INIT ENCNTR",612,54,558
T51.0X2D,"TOXIC EFFECT OF ETHANOL, INTENTIONAL SELF-HARM, SUBS ENCNTR",35,,35
T51.0X2S,"TOXIC EFFECT OF ETHANOL, INTENTIONAL SELF-HARM, SEQUELA",1,,1
T51.0X3A,"TOXIC EFFECT OF ETHANOL, ASSAULT, INITIAL ENCOUNTER",5,,5
T51.0X4A,"TOXIC EFFECT OF ETHANOL, UNDETERMINED, INITIAL ENCOUNTER",60,12,48
T51.0X4D,"TOXIC EFFECT OF ETHANOL, UNDETERMINED, SUBSEQUENT ENCOUNTER",3,,3
T51.0X4S,"TOXIC EFFECT OF ETHANOL, UNDETERMINED, SEQUELA",1,,1
T51.1X1A,"TOXIC EFFECT OF METHANOL, ACCIDENTAL (UNINTENTIONAL), INIT",11,5,6
T51.1X2A,"TOXIC EFFECT OF METHANOL, INTENTIONAL SELF-HARM, INIT ENCNTR",3,2,1
T51.1X3S,"TOXIC EFFECT OF METHANOL, ASSAULT, SEQUELA",1,,1
T51.1X4A,"TOXIC EFFECT OF METHANOL, UNDETERMINED, INITIAL ENCOUNTER",1,,1
T51.2X1A,"TOXIC EFFECT OF 2-PROPANOL, ACCIDENTAL (UNINTENTIONAL), INIT",102,73,29
T51.2X2A,"TOXIC EFFECT OF 2-PROPANOL, INTENTIONAL SELF-HARM, INIT",38,24,14
T51.2X2D,"TOXIC EFFECT OF 2-PROPANOL, INTENTIONAL SELF-HARM, SUBS",3,,3
T51.2X4A,"TOXIC EFFECT OF 2-PROPANOL, UNDETERMINED, INITIAL ENCOUNTER",14,10,4
T51.8X1A,"TOXIC EFFECT OF ALCOHOLS, ACCIDENTAL (UNINTENTIONAL), INIT",20,13,7
T51.8X2A,"TOXIC EFFECT OF OTH ALCOHOLS, INTENTIONAL SELF-HARM, INIT",55,33,22
T51.8X2D,"TOXIC EFFECT OF OTH ALCOHOLS, INTENTIONAL SELF-HARM, SUBS",1,,1
