ProcedureCode,ProcedureDesc,TotalProc,PrimaryProc,SecondProc
0THB73Z,"INSERTION OF INFUSION DEVICE INTO BLADDER, VIA OPENING",1,1,
0THB7YZ,"INSERTION OF OTHER DEVICE INTO BLADDER, VIA OPENING",5,1,4
0THB83Z,"INSERTION OF INFUSION DEVICE INTO BLADDER, ENDO",5,1,4
0THB8YZ,"INSERTION OF OTHER DEVICE INTO BLADDER, ENDO",11,2,9
0THC0LZ,"INSERT OF ARTIF SPHINCTER INTO BLADDER NECK, OPEN APPROACH",3,2,1
0THC7LZ,"INSERTION OF ARTIF SPHINCTER INTO BLADDER NECK, VIA OPENING",1,,1
0THD0LZ,"INSERTION OF ARTIF SPHINCTER INTO URETHRA, OPEN APPROACH",46,43,3
0THD0YZ,"INSERTION OF OTHER DEVICE INTO URETHRA, OPEN APPROACH",1,,1
0THD33Z,"INSERTION OF INFUSION DEVICE INTO URETHRA, PERC APPROACH",1,1,
0THD4LZ,"INSERT OF ARTIF SPHINCTER INTO URETHRA, PERC ENDO APPROACH",1,,1
0THD73Z,"INSERTION OF INFUSION DEVICE INTO URETHRA, VIA OPENING",1,,1
0THD7YZ,"INSERTION OF OTHER DEVICE INTO URETHRA, VIA OPENING",2,1,1
0THD83Z,"INSERTION OF INFUSION DEVICE INTO URETHRA, ENDO",1,,1
0THD8LZ,"INSERTION OF ARTIFICIAL SPHINCTER INTO URETHRA, ENDO",3,3,
0THD8YZ,"INSERTION OF OTHER DEVICE INTO URETHRA, ENDO",6,1,5
0TJ50ZZ,"INSPECTION OF KIDNEY, OPEN APPROACH",15,3,12
0TJ53ZZ,"INSPECTION OF KIDNEY, PERCUTANEOUS APPROACH",76,24,52
0TJ54ZZ,"INSPECTION OF KIDNEY, PERCUTANEOUS ENDOSCOPIC APPROACH",59,6,53
0TJ57ZZ,"INSPECTION OF KIDNEY, VIA NATURAL OR ARTIFICIAL OPENING",9,1,8
0TJ58ZZ,"INSPECTION OF KIDNEY, ENDO",69,9,60
0TJ5XZZ,"INSPECTION OF KIDNEY, EXTERNAL APPROACH",5,1,4
0TJ90ZZ,"INSPECTION OF URETER, OPEN APPROACH",7,1,6
0TJ93ZZ,"INSPECTION OF URETER, PERCUTANEOUS APPROACH",6,1,5
0TJ94ZZ,"INSPECTION OF URETER, PERCUTANEOUS ENDOSCOPIC APPROACH",7,,7
0TJ97ZZ,"INSPECTION OF URETER, VIA NATURAL OR ARTIFICIAL OPENING",2,,2
0TJ98ZZ,"INSPECTION OF URETER, ENDO",553,88,465
0TJ9XZZ,"INSPECTION OF URETER, EXTERNAL APPROACH",2,,2
0TJB0ZZ,"INSPECTION OF BLADDER, OPEN APPROACH",25,1,24
0TJB3ZZ,"INSPECTION OF BLADDER, PERCUTANEOUS APPROACH",9,2,7
0TJB4ZZ,"INSPECTION OF BLADDER, PERCUTANEOUS ENDOSCOPIC APPROACH",21,1,20
0TJB7ZZ,"INSPECTION OF BLADDER, VIA NATURAL OR ARTIFICIAL OPENING",15,,15
0TJB8ZZ,"INSPECTION OF BLADDER, ENDO",6630,536,6094
0TJBXZZ,"INSPECTION OF BLADDER, EXTERNAL APPROACH",3,1,2
0TJD0ZZ,"INSPECTION OF URETHRA, OPEN APPROACH",2,,2
0TJD4ZZ,"INSPECTION OF URETHRA, PERCUTANEOUS ENDOSCOPIC APPROACH",1,,1
0TJD7ZZ,"INSPECTION OF URETHRA, VIA NATURAL OR ARTIFICIAL OPENING",10,3,7
0TJD8ZZ,"INSPECTION OF URETHRA, ENDO",187,10,177
0TJDXZZ,"INSPECTION OF URETHRA, EXTERNAL APPROACH",6,1,5
0TL60ZZ,"OCCLUSION OF RIGHT URETER, OPEN APPROACH",1,,1
0TL63DZ,"OCCLUSION OF RIGHT URETER WITH INTRALUM DEV, PERC APPROACH",2,,2
0TL63ZZ,"OCCLUSION OF RIGHT URETER, PERCUTANEOUS APPROACH",2,,2
0TL68DZ,"OCCLUSION OF RIGHT URETER WITH INTRALUMINAL DEVICE, ENDO",1,,1
0TL68ZZ,"OCCLUSION OF RIGHT URETER, ENDO",1,,1
0TL70CZ,"OCCLUSION OF LEFT URETER WITH EXTRALUM DEV, OPEN APPROACH",1,,1
0TL70ZZ,"OCCLUSION OF LEFT URETER, OPEN APPROACH",5,1,4
0TL73CZ,"OCCLUSION OF LEFT URETER WITH EXTRALUM DEV, PERC APPROACH",1,1,
0TL73DZ,"OCCLUSION OF LEFT URETER WITH INTRALUM DEV, PERC APPROACH",1,,1
0TL73ZZ,"OCCLUSION OF LEFT URETER, PERCUTANEOUS APPROACH",3,1,2
0TL74CZ,"OCCLUSION OF L URETER WITH EXTRALUM DEV, PERC ENDO APPROACH",1,1,
0TL74ZZ,"OCCLUSION OF LEFT URETER, PERCUTANEOUS ENDOSCOPIC APPROACH",2,,2
0TL78DZ,"OCCLUSION OF LEFT URETER WITH INTRALUMINAL DEVICE, ENDO",2,,2
0TL78ZZ,"OCCLUSION OF LEFT URETER, ENDO",1,,1
0TLB0ZZ,"OCCLUSION OF BLADDER, OPEN APPROACH",1,,1
0TLC0ZZ,"OCCLUSION OF BLADDER NECK, OPEN APPROACH",2,,2
0TLC8ZZ,"OCCLUSION OF BLADDER NECK, ENDO",1,,1
0TLD0CZ,"OCCLUSION OF URETHRA WITH EXTRALUMINAL DEVICE, OPEN APPROACH",1,,1
0TLD0ZZ,"OCCLUSION OF URETHRA, OPEN APPROACH",3,,3
0TM60ZZ,"REATTACHMENT OF RIGHT URETER, OPEN APPROACH",5,,5
0TM64ZZ,"REATTACHMENT OF RIGHT URETER, PERC ENDO APPROACH",2,1,1
0TM70ZZ,"REATTACHMENT OF LEFT URETER, OPEN APPROACH",7,2,5
0TM74ZZ,"REATTACHMENT OF LEFT URETER, PERC ENDO APPROACH",1,,1
0TMD0ZZ,"REATTACHMENT OF URETHRA, OPEN APPROACH",1,,1
0TN00ZZ,"RELEASE RIGHT KIDNEY, OPEN APPROACH",10,1,9
0TN03ZZ,"RELEASE RIGHT KIDNEY, PERCUTANEOUS APPROACH",1,1,
0TN04ZZ,"RELEASE RIGHT KIDNEY, PERCUTANEOUS ENDOSCOPIC APPROACH",5,,5
0TN10ZZ,"RELEASE LEFT KIDNEY, OPEN APPROACH",4,,4
0TN14ZZ,"RELEASE LEFT KIDNEY, PERCUTANEOUS ENDOSCOPIC APPROACH",10,2,8
0TN34ZZ,"RELEASE RIGHT KIDNEY PELVIS, PERC ENDO APPROACH",1,,1
0TN38ZZ,"RELEASE RIGHT KIDNEY PELVIS, ENDO",1,,1
0TN40ZZ,"RELEASE LEFT KIDNEY PELVIS, OPEN APPROACH",1,,1
0TN44ZZ,"RELEASE LEFT KIDNEY PELVIS, PERCUTANEOUS ENDOSCOPIC APPROACH",3,2,1
0TN48ZZ,"RELEASE LEFT KIDNEY PELVIS, ENDO",1,1,
0TN60ZZ,"RELEASE RIGHT URETER, OPEN APPROACH",932,5,927
0TN63ZZ,"RELEASE RIGHT URETER, PERCUTANEOUS APPROACH",5,,5
0TN64ZZ,"RELEASE RIGHT URETER, PERCUTANEOUS ENDOSCOPIC APPROACH",373,12,361
0TN67ZZ,"RELEASE RIGHT URETER, VIA NATURAL OR ARTIFICIAL OPENING",1,,1
0TN68ZZ,"RELEASE RIGHT URETER, ENDO",41,5,36
0TN70ZZ,"RELEASE LEFT URETER, OPEN APPROACH",1008,19,989
0TN73ZZ,"RELEASE LEFT URETER, PERCUTANEOUS APPROACH",6,,6
0TN74ZZ,"RELEASE LEFT URETER, PERCUTANEOUS ENDOSCOPIC APPROACH",490,22,468
0TN77ZZ,"RELEASE LEFT URETER, VIA NATURAL OR ARTIFICIAL OPENING",2,,2
0TN78ZZ,"RELEASE LEFT URETER, ENDO",33,3,30
0TNB0ZZ,"RELEASE BLADDER, OPEN APPROACH",401,,401
0TNB4ZZ,"RELEASE BLADDER, PERCUTANEOUS ENDOSCOPIC APPROACH",147,,147
0TNB7ZZ,"RELEASE BLADDER, VIA NATURAL OR ARTIFICIAL OPENING",4,,4
0TNB8ZZ,"RELEASE BLADDER, ENDO",1,,1
0TNC8ZZ,"RELEASE BLADDER NECK, ENDO",17,7,10
0TND0ZZ,"RELEASE URETHRA, OPEN APPROACH",30,7,23
0TND3ZZ,"RELEASE URETHRA, PERCUTANEOUS APPROACH",3,,3
0TND4ZZ,"RELEASE URETHRA, PERCUTANEOUS ENDOSCOPIC APPROACH",5,,5
0TND7ZZ,"RELEASE URETHRA, VIA NATURAL OR ARTIFICIAL OPENING",7,1,6
0TND8ZZ,"RELEASE URETHRA, ENDO",46,23,23
0TNDXZZ,"RELEASE URETHRA, EXTERNAL APPROACH",3,2,1
0TP500Z,"REMOVAL OF DRAINAGE DEVICE FROM KIDNEY, OPEN APPROACH",8,1,7
0TP50DZ,"REMOVAL OF INTRALUMINAL DEVICE FROM KIDNEY, OPEN APPROACH",1,,1
0TP50JZ,"REMOVAL OF SYNTHETIC SUBSTITUTE FROM KIDNEY, OPEN APPROACH",1,1,
0TP50YZ,"REMOVAL OF OTHER DEVICE FROM KIDNEY, OPEN APPROACH",1,1,
0TP530Z,"REMOVAL OF DRAINAGE DEVICE FROM KIDNEY, PERC APPROACH",90,35,55
0TP53DZ,"REMOVAL OF INTRALUMINAL DEVICE FROM KIDNEY, PERC APPROACH",4,2,2
0TP53YZ,"REMOVAL OF OTHER DEVICE FROM KIDNEY, PERCUTANEOUS APPROACH",1,,1
0TP540Z,"REMOVAL OF DRAINAGE DEVICE FROM KIDNEY, PERC ENDO APPROACH",5,,5
0TP54DZ,"REMOVAL OF INTRALUM DEV FROM KIDNEY, PERC ENDO APPROACH",4,1,3
0TP570Z,"REMOVAL OF DRAINAGE DEVICE FROM KIDNEY, VIA OPENING",9,1,8
0TP580Z,"REMOVAL OF DRAINAGE DEVICE FROM KIDNEY, ENDO",16,,16
0TP58DZ,"REMOVAL OF INTRALUMINAL DEVICE FROM KIDNEY, ENDO",12,1,11
0TP5X0Z,"REMOVAL OF DRAINAGE DEVICE FROM KIDNEY, EXTERNAL APPROACH",786,100,686
0TP5XDZ,"REMOVAL OF INTRALUMINAL DEVICE FROM KIDNEY, EXTERN APPROACH",1,1,
0TP900Z,"REMOVAL OF DRAINAGE DEVICE FROM URETER, OPEN APPROACH",9,1,8
0TP90DZ,"REMOVAL OF INTRALUMINAL DEVICE FROM URETER, OPEN APPROACH",77,2,75
0TP90YZ,"REMOVAL OF OTHER DEVICE FROM URETER, OPEN APPROACH",1,1,
0TP930Z,"REMOVAL OF DRAINAGE DEVICE FROM URETER, PERC APPROACH",15,7,8
0TP93DZ,"REMOVAL OF INTRALUMINAL DEVICE FROM URETER, PERC APPROACH",150,63,87
0TP93YZ,"REMOVAL OF OTHER DEVICE FROM URETER, PERCUTANEOUS APPROACH",1,,1
0TP940Z,"REMOVAL OF DRAINAGE DEVICE FROM URETER, PERC ENDO APPROACH",5,3,2
0TP94CZ,"REMOVAL OF EXTRALUM DEV FROM URETER, PERC ENDO APPROACH",1,,1
0TP94DZ,"REMOVAL OF INTRALUM DEV FROM URETER, PERC ENDO APPROACH",78,9,69
0TP94YZ,"REMOVAL OF OTHER DEVICE FROM URETER, PERC ENDO APPROACH",1,,1
0TP970Z,"REMOVAL OF DRAINAGE DEVICE FROM URETER, VIA OPENING",2,,2
0TP97CZ,"REMOVAL OF EXTRALUMINAL DEVICE FROM URETER, VIA OPENING",1,1,
0TP97DZ,"REMOVAL OF INTRALUMINAL DEVICE FROM URETER, VIA OPENING",110,30,80
0TP97YZ,"REMOVAL OF OTHER DEVICE FROM URETER, VIA OPENING",2,,2
0TP980Z,"REMOVAL OF DRAINAGE DEVICE FROM URETER, ENDO",40,9,31
0TP98CZ,"REMOVAL OF EXTRALUMINAL DEVICE FROM URETER, ENDO",3,2,1
0TP98DZ,"REMOVAL OF INTRALUMINAL DEVICE FROM URETER, ENDO",2219,734,1485
0TP9X0Z,"REMOVAL OF DRAINAGE DEVICE FROM URETER, EXTERNAL APPROACH",9,2,7
0TP9XDZ,"REMOVAL OF INTRALUMINAL DEVICE FROM URETER, EXTERN APPROACH",78,25,53
0TPB00Z,"REMOVAL OF DRAINAGE DEVICE FROM BLADDER, OPEN APPROACH",2,1,1
0TPB07Z,"REMOVAL OF AUTOL SUB FROM BLADDER, OPEN APPROACH",1,,1
0TPB0JZ,"REMOVAL OF SYNTHETIC SUBSTITUTE FROM BLADDER, OPEN APPROACH",7,1,6
0TPB0LZ,"REMOVAL OF ARTIFICIAL SPHINCTER FROM BLADDER, OPEN APPROACH",5,5,
0TPB0MZ,"REMOVAL OF STIMULATOR LEAD FROM BLADDER, OPEN APPROACH",1,,1
0TPB0YZ,"REMOVAL OF OTHER DEVICE FROM BLADDER, OPEN APPROACH",3,,3
0TPB30Z,"REMOVAL OF DRAINAGE DEVICE FROM BLADDER, PERC APPROACH",18,7,11
0TPB3DZ,"REMOVAL OF INTRALUMINAL DEVICE FROM BLADDER, PERC APPROACH",1,,1
0TPB40Z,"REMOVAL OF DRAINAGE DEVICE FROM BLADDER, PERC ENDO APPROACH",2,,2
0TPB4DZ,"REMOVAL OF INTRALUM DEV FROM BLADDER, PERC ENDO APPROACH",2,,2
0TPB70Z,"REMOVAL OF DRAINAGE DEVICE FROM BLADDER, VIA OPENING",80,22,58
0TPB7DZ,"REMOVAL OF INTRALUMINAL DEVICE FROM BLADDER, VIA OPENING",2,,2
0TPB7LZ,"REMOVAL OF ARTIFICIAL SPHINCTER FROM BLADDER, VIA OPENING",1,1,
0TPB7YZ,"REMOVAL OF OTHER DEVICE FROM BLADDER, VIA OPENING",2,,2
0TPB80Z,"REMOVAL OF DRAINAGE DEVICE FROM BLADDER, ENDO",28,4,24
0TPB8DZ,"REMOVAL OF INTRALUMINAL DEVICE FROM BLADDER, ENDO",43,19,24
0TPB8JZ,"REMOVAL OF SYNTHETIC SUBSTITUTE FROM BLADDER, ENDO",1,,1
0TPB8LZ,"REMOVAL OF ARTIFICIAL SPHINCTER FROM BLADDER, ENDO",2,2,
0TPB8YZ,"REMOVAL OF OTHER DEVICE FROM BLADDER, ENDO",1,1,
0TPBX0Z,"REMOVAL OF DRAINAGE DEVICE FROM BLADDER, EXTERNAL APPROACH",453,101,352
0TPBXDZ,"REMOVAL OF INTRALUMINAL DEVICE FROM BLADDER, EXTERN APPROACH",2,1,1
0TPD0CZ,"REMOVAL OF EXTRALUMINAL DEVICE FROM URETHRA, OPEN APPROACH",2,,2
0TPD0DZ,"REMOVAL OF INTRALUMINAL DEVICE FROM URETHRA, OPEN APPROACH",2,1,1
0TPD0JZ,"REMOVAL OF SYNTHETIC SUBSTITUTE FROM URETHRA, OPEN APPROACH",8,2,6
0TPD0LZ,"REMOVAL OF ARTIFICIAL SPHINCTER FROM URETHRA, OPEN APPROACH",51,33,18
0TPD0YZ,"REMOVAL OF OTHER DEVICE FROM URETHRA, OPEN APPROACH",5,1,4
0TPD30Z,"REMOVAL OF DRAINAGE DEVICE FROM URETHRA, PERC APPROACH",2,1,1
0TPD4DZ,"REMOVAL OF INTRALUM DEV FROM URETHRA, PERC ENDO APPROACH",1,,1
0TPD4JZ,"REMOVAL OF SYNTH SUB FROM URETHRA, PERC ENDO APPROACH",1,,1
0TPD70Z,"REMOVAL OF DRAINAGE DEVICE FROM URETHRA, VIA OPENING",2,,2
0TPD7DZ,"REMOVAL OF INTRALUMINAL DEVICE FROM URETHRA, VIA OPENING",2,1,1
0TPD7JZ,"REMOVAL OF SYNTHETIC SUBSTITUTE FROM URETHRA, VIA OPENING",3,2,1
0TPD7YZ,"REMOVAL OF OTHER DEVICE FROM URETHRA, VIA OPENING",2,,2
0TPD80Z,"REMOVAL OF DRAINAGE DEVICE FROM URETHRA, ENDO",2,1,1
0TPD8CZ,"REMOVAL OF EXTRALUMINAL DEVICE FROM URETHRA, ENDO",1,1,
0TPD8DZ,"REMOVAL OF INTRALUMINAL DEVICE FROM URETHRA, ENDO",20,5,15
0TPD8JZ,"REMOVAL OF SYNTHETIC SUBSTITUTE FROM URETHRA, ENDO",1,1,
0TPD8LZ,"REMOVAL OF ARTIFICIAL SPHINCTER FROM URETHRA, ENDO",5,3,2
0TPD8YZ,"REMOVAL OF OTHER DEVICE FROM URETHRA, ENDO",2,1,1
0TPDX0Z,"REMOVAL OF DRAINAGE DEVICE FROM URETHRA, EXTERNAL APPROACH",6,1,5
0TPDXDZ,"REMOVAL OF INTRALUMINAL DEVICE FROM URETHRA, EXTERN APPROACH",3,,3
0TQ00ZZ,"REPAIR RIGHT KIDNEY, OPEN APPROACH",20,4,16
0TQ04ZZ,"REPAIR RIGHT KIDNEY, PERCUTANEOUS ENDOSCOPIC APPROACH",10,1,9
0TQ08ZZ,"REPAIR RIGHT KIDNEY, ENDO",2,,2
0TQ10ZZ,"REPAIR LEFT KIDNEY, OPEN APPROACH",15,1,14
0TQ14ZZ,"REPAIR LEFT KIDNEY, PERCUTANEOUS ENDOSCOPIC APPROACH",6,1,5
0TQ30ZZ,"REPAIR RIGHT KIDNEY PELVIS, OPEN APPROACH",52,47,5
0TQ33ZZ,"REPAIR RIGHT KIDNEY PELVIS, PERCUTANEOUS APPROACH",1,1,
0TQ34ZZ,"REPAIR RIGHT KIDNEY PELVIS, PERCUTANEOUS ENDOSCOPIC APPROACH",106,91,15
0TQ38ZZ,"REPAIR RIGHT KIDNEY PELVIS, ENDO",8,5,3
0TQ40ZZ,"REPAIR LEFT KIDNEY PELVIS, OPEN APPROACH",78,70,8
0TQ43ZZ,"REPAIR LEFT KIDNEY PELVIS, PERCUTANEOUS APPROACH",1,1,
0TQ44ZZ,"REPAIR LEFT KIDNEY PELVIS, PERCUTANEOUS ENDOSCOPIC APPROACH",110,96,14
0TQ48ZZ,"REPAIR LEFT KIDNEY PELVIS, ENDO",12,8,4
0TQ60ZZ,"REPAIR RIGHT URETER, OPEN APPROACH",38,4,34
0TQ64ZZ,"REPAIR RIGHT URETER, PERCUTANEOUS ENDOSCOPIC APPROACH",8,3,5
0TQ70ZZ,"REPAIR LEFT URETER, OPEN APPROACH",64,11,53
0TQ74ZZ,"REPAIR LEFT URETER, PERCUTANEOUS ENDOSCOPIC APPROACH",13,1,12
0TQ78ZZ,"REPAIR LEFT URETER, ENDO",2,1,1
0TQB0ZZ,"REPAIR BLADDER, OPEN APPROACH",1221,239,982
0TQB3ZZ,"REPAIR BLADDER, PERCUTANEOUS APPROACH",9,1,8
0TQB4ZZ,"REPAIR BLADDER, PERCUTANEOUS ENDOSCOPIC APPROACH",236,50,186
0TQB7ZZ,"REPAIR BLADDER, VIA NATURAL OR ARTIFICIAL OPENING",17,1,16
0TQB8ZZ,"REPAIR BLADDER, VIA NATURAL OR ARTIFICIAL OPENING ENDOSCOPIC",70,14,56
0TQC0ZZ,"REPAIR BLADDER NECK, OPEN APPROACH",38,13,25
0TQC4ZZ,"REPAIR BLADDER NECK, PERCUTANEOUS ENDOSCOPIC APPROACH",84,4,80
0TQC7ZZ,"REPAIR BLADDER NECK, VIA NATURAL OR ARTIFICIAL OPENING",3,1,2
0TQC8ZZ,"REPAIR BLADDER NECK, ENDO",3,1,2
0TQD0ZZ,"REPAIR URETHRA, OPEN APPROACH",296,117,179
0TQD3ZZ,"REPAIR URETHRA, PERCUTANEOUS APPROACH",5,,5
0TQD4ZZ,"REPAIR URETHRA, PERCUTANEOUS ENDOSCOPIC APPROACH",183,7,176
0TQD7ZZ,"REPAIR URETHRA, VIA NATURAL OR ARTIFICIAL OPENING",54,10,44
0TQD8ZZ,"REPAIR URETHRA, VIA NATURAL OR ARTIFICIAL OPENING ENDOSCOPIC",55,31,24
0TQDXZZ,"REPAIR URETHRA, EXTERNAL APPROACH",159,12,147
0TR307Z,"REPLACEMENT OF R KIDNEY PELVIS WITH AUTOL SUB, OPEN APPROACH",1,1,
0TR387Z,"REPLACEMENT OF RIGHT KIDNEY PELVIS WITH AUTOL SUB, ENDO",1,1,
0TR407Z,"REPLACEMENT OF L KIDNEY PELVIS WITH AUTOL SUB, OPEN APPROACH",1,1,
0TR447Z,"REPLACE L KIDNEY PELVIS W AUTOL SUB, PERC ENDO",2,2,
0TR607Z,"REPLACEMENT OF RIGHT URETER WITH AUTOL SUB, OPEN APPROACH",6,5,1
0TR60JZ,"REPLACEMENT OF RIGHT URETER WITH SYNTH SUB, OPEN APPROACH",2,,2
0TR60KZ,"REPLACEMENT OF RIGHT URETER WITH NONAUT SUB, OPEN APPROACH",1,,1
0TR647Z,"REPLACEMENT OF R URETER WITH AUTOL SUB, PERC ENDO APPROACH",1,1,
0TR68JZ,"REPLACEMENT OF RIGHT URETER WITH SYNTHETIC SUBSTITUTE, ENDO",1,1,
0TR707Z,"REPLACEMENT OF LEFT URETER WITH AUTOL SUB, OPEN APPROACH",1,,1
0TR70JZ,"REPLACEMENT OF LEFT URETER WITH SYNTH SUB, OPEN APPROACH",1,1,
0TR70KZ,"REPLACEMENT OF LEFT URETER WITH NONAUT SUB, OPEN APPROACH",1,,1
0TR74JZ,"REPLACEMENT OF L URETER WITH SYNTH SUB, PERC ENDO APPROACH",1,1,
0TR78JZ,"REPLACEMENT OF LEFT URETER WITH SYNTHETIC SUBSTITUTE, ENDO",3,1,2
0TRB07Z,"REPLACEMENT OF BLADDER WITH AUTOL SUB, OPEN APPROACH",220,139,81
0TRB0JZ,"REPLACEMENT OF BLADDER WITH SYNTH SUB, OPEN APPROACH",9,8,1
0TRB47Z,"REPLACEMENT OF BLADDER WITH AUTOL SUB, PERC ENDO APPROACH",52,30,22
0TRB4JZ,"REPLACEMENT OF BLADDER WITH SYNTH SUB, PERC ENDO APPROACH",2,1,1
0TRB77Z,"REPLACEMENT OF BLADDER WITH AUTOL SUB, VIA OPENING",1,1,
0TRB7JZ,"REPLACEMENT OF BLADDER WITH SYNTH SUB, VIA OPENING",1,,1
0TRD07Z,"REPLACEMENT OF URETHRA WITH AUTOL SUB, OPEN APPROACH",10,5,5
0TRD0JZ,"REPLACEMENT OF URETHRA WITH SYNTH SUB, OPEN APPROACH",4,4,
0TRD47Z,"REPLACEMENT OF URETHRA WITH AUTOL SUB, PERC ENDO APPROACH",1,,1
0TRD87Z,"REPLACEMENT OF URETHRA WITH AUTOL SUB, ENDO",1,,1
0TS00ZZ,"REPOSITION RIGHT KIDNEY, OPEN APPROACH",16,9,7
0TS04ZZ,"REPOSITION RIGHT KIDNEY, PERCUTANEOUS ENDOSCOPIC APPROACH",6,3,3
0TS10ZZ,"REPOSITION LEFT KIDNEY, OPEN APPROACH",16,5,11
0TS14ZZ,"REPOSITION LEFT KIDNEY, PERCUTANEOUS ENDOSCOPIC APPROACH",3,,3
0TS30ZZ,"REPOSITION RIGHT KIDNEY PELVIS, OPEN APPROACH",1,,1
0TS40ZZ,"REPOSITION LEFT KIDNEY PELVIS, OPEN APPROACH",1,,1
0TS60ZZ,"REPOSITION RIGHT URETER, OPEN APPROACH",50,29,21
0TS64ZZ,"REPOSITION RIGHT URETER, PERCUTANEOUS ENDOSCOPIC APPROACH",61,47,14
0TS70ZZ,"REPOSITION LEFT URETER, OPEN APPROACH",61,45,16
0TS74ZZ,"REPOSITION LEFT URETER, PERCUTANEOUS ENDOSCOPIC APPROACH",76,67,9
0TS80ZZ,"REPOSITION BILATERAL URETERS, OPEN APPROACH",33,13,20
0TS84ZZ,"REPOSITION BILATERAL URETERS, PERC ENDO APPROACH",11,3,8
0TSB0ZZ,"REPOSITION BLADDER, OPEN APPROACH",49,11,38
0TSB4ZZ,"REPOSITION BLADDER, PERCUTANEOUS ENDOSCOPIC APPROACH",29,10,19
0TSC0ZZ,"REPOSITION BLADDER NECK, OPEN APPROACH",196,26,170
0TSC4ZZ,"REPOSITION BLADDER NECK, PERCUTANEOUS ENDOSCOPIC APPROACH",164,12,152
0TSD0ZZ,"REPOSITION URETHRA, OPEN APPROACH",1291,210,1081
0TSD4ZZ,"REPOSITION URETHRA, PERCUTANEOUS ENDOSCOPIC APPROACH",1105,59,1046
0TT00ZZ,"RESECTION OF RIGHT KIDNEY, OPEN APPROACH",827,688,139
0TT04ZZ,"RESECTION OF RIGHT KIDNEY, PERCUTANEOUS ENDOSCOPIC APPROACH",1230,1180,50
0TT10ZZ,"RESECTION OF LEFT KIDNEY, OPEN APPROACH",999,845,154
0TT14ZZ,"RESECTION OF LEFT KIDNEY, PERCUTANEOUS ENDOSCOPIC APPROACH",1504,1438,66
0TT20ZZ,"RESECTION OF BILATERAL KIDNEYS, OPEN APPROACH",59,33,26
0TT24ZZ,"RESECTION OF BILATERAL KIDNEYS, PERC ENDO APPROACH",24,24,
0TT34ZZ,"RESECTION OF RIGHT KIDNEY PELVIS, PERC ENDO APPROACH",1,,1
0TT40ZZ,"RESECTION OF LEFT KIDNEY PELVIS, OPEN APPROACH",2,,2
0TT60ZZ,"RESECTION OF RIGHT URETER, OPEN APPROACH",95,15,80
0TT64ZZ,"RESECTION OF RIGHT URETER, PERCUTANEOUS ENDOSCOPIC APPROACH",179,16,163
0TT68ZZ,"RESECTION OF RIGHT URETER, ENDO",4,1,3
0TT70ZZ,"RESECTION OF LEFT URETER, OPEN APPROACH",113,9,104
0TT74ZZ,"RESECTION OF LEFT URETER, PERCUTANEOUS ENDOSCOPIC APPROACH",188,16,172
0TT78ZZ,"RESECTION OF LEFT URETER, ENDO",4,2,2
0TTB0ZZ,"RESECTION OF BLADDER, OPEN APPROACH",497,373,124
0TTB4ZZ,"RESECTION OF BLADDER, PERCUTANEOUS ENDOSCOPIC APPROACH",316,255,61
0TTB8ZZ,"RESECTION OF BLADDER, ENDO",16,15,1
0TTC4ZZ,"RESECTION OF BLADDER NECK, PERCUTANEOUS ENDOSCOPIC APPROACH",1,,1
0TTC8ZZ,"RESECTION OF BLADDER NECK, ENDO",7,4,3
0TTD0ZZ,"RESECTION OF URETHRA, OPEN APPROACH",44,7,37
0TTD4ZZ,"RESECTION OF URETHRA, PERCUTANEOUS ENDOSCOPIC APPROACH",19,,19
0TTD7ZZ,"RESECTION OF URETHRA, VIA NATURAL OR ARTIFICIAL OPENING",1,,1
0TTD8ZZ,"RESECTION OF URETHRA, ENDO",2,1,1
0TU307Z,"SUPPLEMENT RIGHT KIDNEY PELVIS WITH AUTOL SUB, OPEN APPROACH",1,,1
0TU30JZ,"SUPPLEMENT RIGHT KIDNEY PELVIS WITH SYNTH SUB, OPEN APPROACH",1,1,
0TU347Z,"SUPPLEMENT R KIDNEY PELVIS W AUTOL SUB, PERC ENDO",3,2,1
0TU34KZ,"SUPPLEMENT R KIDNEY PELVIS W NONAUT SUB, PERC ENDO",1,,1
0TU407Z,"SUPPLEMENT LEFT KIDNEY PELVIS WITH AUTOL SUB, OPEN APPROACH",2,1,1
0TU447Z,"SUPPLEMENT L KIDNEY PELVIS W AUTOL SUB, PERC ENDO",2,,2
0TU44JZ,"SUPPLEMENT L KIDNEY PELVIS W SYNTH SUB, PERC ENDO",2,2,
0TU44KZ,"SUPPLEMENT L KIDNEY PELVIS W NONAUT SUB, PERC ENDO",5,,5
0TU607Z,"SUPPLEMENT RIGHT URETER WITH AUTOL SUB, OPEN APPROACH",4,,4
0TU60JZ,"SUPPLEMENT RIGHT URETER WITH SYNTH SUB, OPEN APPROACH",1,,1
0TU60KZ,"SUPPLEMENT RIGHT URETER WITH NONAUT SUB, OPEN APPROACH",1,,1
0TU647Z,"SUPPLEMENT RIGHT URETER WITH AUTOL SUB, PERC ENDO APPROACH",4,2,2
0TU68JZ,"SUPPLEMENT RIGHT URETER WITH SYNTHETIC SUBSTITUTE, ENDO",1,,1
0TU707Z,"SUPPLEMENT LEFT URETER WITH AUTOL SUB, OPEN APPROACH",10,1,9
